address,secondary_service,zip,city,website,primary_service,lng,phone,transportation,hours,restrictions,site_name,quadrant,state,lat
5 Thomas Circle,Empowerment,20005,Washington,http://www.houseofruth.org,Shelter/Transitional Housing,-77.032163,(202) 667-7001,Metro: McPherson Square (Blue/Orange Line),,"Women, Children, Families",House of Ruth,NW,DC,38.906547
651 10th St.,Comprehensive service provider,20002,Washington,,Health Services,-77.0259565,202-715-7900,"Bus: X2, D4, D6","Tues, Thurs, 8:30am-12pm",Women,House of Ruth Primary Health Care/ Madison Emergency Shelter,NE ,DC,38.8982041
2041 Georgia Ave.,Women's Health/Family Services,20060,Washington,,Health Services,-77.021928,,,,,Howard University Hospital (WIC ENROLLMENT SITES/AGENCIES ),NW,DC,38.9177
25 53rd St.,,20019,Washington,,Food/Grocery Services,-76.9258476,,,,,Hughes Memorial United Methodist (SHARE site),NE,DC,38.8887652
4130 Hunt Place,Women's Health/Family Services,20019,Washington,,Health Services,-76.9437811,,,,,Hunt Place Health Center (Unity Health Care) (WIC ENROLLMENT SITES/AGENCIES ),NE,DC,38.900537
111 Michigan Avenue,,20010,Washington,http://www.childrensnational.org,Health Services,-77.0060217,(202) 476-3948,"Bus: H1, H2, H3, H4, ",,Youth Age 2-18,"I.D.E.A.L. Clinic, Children's National Medical Center",NW,DC,38.9270868
1315 8th St.,,20001,Washington,,Food/Grocery Services,-77.022597,(202) 332-8888,Metro: Mt Vernon Square (Green/Yellow Line),"Mon-Fri, 9am-5pm",Must live 20 blocks from site,Immaculate Conception Church,NW,DC,38.907743
6th St. and Indepdence Ave.,,20004,Washington,,Community Garden,-77.0199048,,,,,Independence Garden,SW,DC,38.8875682
4125 Albemarle St.,Outreach Center,20016,Washington,http://www.iona.org,Senior Services,-77.081653,(202) 966-1055,Metro: Tenleytown-AU (Red Line) Bus: 30,"Mon-Fri, 9am-5pm",Seniors,IONA Senior Service Center,NW,DC,38.9482209
1251 Saratoga Ave.,,20018,Washington,,Senior Services,-76.989444,(202) 832-8483,Metro: Rhode Island Ave-Brentwood (Red Line),"Mon-Fri, 10am-2pm",Seniors,Israel Baptist Church,NE,DC,38.921809
557 Randolph St.,,20011,Washington,,Food/Grocery Services,-77.021147,,,,,Israel Metropolitan CME (SHARE site),NW,DC,38.939037
2600 P St.,,20006,Washington,,Food/Grocery Services,-77.0547598,,,,,Jerusalem Baptist (SHARE site),NW,DC,38.9093682
1526 Pennsylvania Ave.,Shelters/ Transitional Housing,20003,Washington,http://www.jobshavepriority.org,Job Training/Adult Education Services,-76.9825539,(202) 544-9128,Metro: Potomac Ave (Blue/Orange Line),,Homeless,"Jobs for Homeless People, Inc. ",SE,DC,38.879483
700 Southern Ave,,20032,Washington,http://www.thetempleofpraise.org,Food/Grocery Services,-76.9965288,(202) 561-0100,"Bus: A6, A7, A46, D12, D13, D14, W19, W15","Mon-Fri, 9am-5pm","Referral Required, Ward 8",Johenning Temple of Praise,SE,DC,38.8249521
119 D St.,Referrals,20001,Washington,http://www.catholiccharitiesdc.org,Shelter/Transitional Housing,-77.004274,"(202) 639-8469
",Metro: Judiciary Square (Red Line),"7 Days a Week, 7pm-7am. Dinner: 7pm-8:30pm","Homeless, Women, Age 18+",John L. Young Center,NW,DC,38.894456
800 Ridge Rd.,,20019,Washington,,Food/Grocery Services,-76.9433221,,,,,Johnson Memorial Church (SHARE site),SE,DC,38.877349
1730 Lanier Place,Comprehensive service provider,20009,Washington,http://www.josephshouse.org,Shelter/Transitional Housing,-77.041149,(202) 265-7174 ,Metro: Columbia Heights (Green/Yellow Line),"7 Days a Week, 24 Hours","HIV/AIDS, Terminally Ill, Homeless",Joseph's House,NW,DC,38.92495
7420 Georgia Avenue,,20012,Washington,,Library,-77.026944,,,,,Juanita E. Thornton/Shepherd Park Library,NW,DC,38.980307
1640 Columbia Rd,,20009,Washington,http://www.jubileehousing.org,Shelter/Transitional Housing,-77.038154,(202) 299-1240,Metro: Columbia Heights (Green/Yellow Line),,,Jubilee Housing,NW,DC,38.925218
2712 Ontario Road,,20009,Washington,http://www.jubileejobs.org,Job Training/Adult Education Services,-77.040763,(202) 667-8970,"Metro: Woodley Park (Red Line), Columbia Heights (Green/Yellow Line)","Mon-Thurs, 9am-5pm. Fri, 9am-3:30pm",,Jubilee Jobs,NW,DC,38.9246
Columbia Rd. and Kalorama Rd.,,20009,Washington,,Community Garden,-77.044398,,,,,Kalorama Garden,NW,DC,38.919664
2812 Pennsylvania Avenue,Comprehensive service provider,20020,Washington,http://www.dcoa.dc.gov,Senior Services,-76.9668967,(202) 582-7112,"Bus: V7, U2",,Seniors,Keeping the Elderly Eating Nutritiously at Dwelling Place Senior Center,SE,DC,38.8719664
4300 Anacostia Ave.,,20019,Washington,www.dc.gov ,Senior Services,-76.9423863,(202) 724-8934,Bus: U6,"Mon, Tues, Thurs, 10am-6:30pm. Wed, Fri, 10am-7pm","Seniors, Ward 7",KEMP Senior Center/Kenilworth,NE,DC,38.9082238
400 20th St.,,20002,Washington,,Community Garden,-76.9762375,,,,,Kingman Park-Rosedale Community Garden,NE,DC,38.8947888
Kings Court,,20003,Washington,,Community Garden,-76.9836617,,,,,King's Court Community Garden,SE,DC,38.8861211
5034 Wisconsin Ave,,20015,Washington,,Food/Grocery Services,-77.08376,,,,,Knights of Columbus #224 (SHARE site),NW,DC,38.955714
2700 Jasper Street,Senior services,20020,Washington,http://www.dchousing.org,Shelter/Transitional Housing,-76.9691445,(202) 727-4005,Metro: New York Ave (Red Line),"7 Days a Week, 24 Hours",,Knox Hill,SE,DC,38.8516689
1436 Irving Street,Counseling services,20010,Washington,,Shelter/Transitional Housing,-77.0342198,(202) 673-3592,Metro: Columbia Heights (Green/Yellow Line),"7 Days a Week, 7pm-7am",Men,La Casa Bilingual Shelter,NW,DC,38.9286826
5401 South Dakota Avenue,,20011,Washington,,Library,-77.000361,,,,,Lamond-Riggs Library,NE,DC,38.9554116
409 E St,,20001,Washington,,Shelters/Transitional Housing,-77.0164319,(202) 879-4879,Metro: Judiciary Square (Red Line),,,Landloard Tenant Resource Center (DC Superior Court Building),NW,DC,38.8961466
1425 C St.,,20002,Washington,,Food/Grocery Services,-76.98494,,,,,Lane Memorial CME (SHARE site),NE,DC,38.89341
2600 Benning Road,,20002,Washington,,Library,-76.9651188,,,,,Langston Library,NE,DC,38.8974308
1419 Columbia Road,Counseling services,20009,Washington,http://www.layc-dc.org,Teen/Youth Programs,-77.033376,(202) 319-2225,Metro: Columbia Heights (Green/Yellow Line),"Mon-Fri, 8am-8pm. Sat, 10am-5pm",,Latin American Youth Center (LAYC),NW,DC,38.927743
527 Kentucky Ave,,20003,Washington,,Food/Grocery Services,-76.984313,,,,,Liberty Baptist (SHARE site),SE,DC,38.882029
1301 North Carolina Ave,,20002,Washington,,Food/Grocery Services,-76.9882677,,,,,Lincoln Park United Methodist (SHARE site),NE,DC,38.8906026
4200 Harewood Road,Shelters/ Transitional Housing,20017,Washington,http://www.littlesistersofthepoor.org,Senior Services,-77.005232,(202) 269-1831,Metro: Brookland-CUA (Red Line),,,Little Sisters of the Poor- Jeanne Jugan Residence,NE,DC,38.938696
1525 Newton St.,,20010,Washington,http://www.loavesandfishesdc.org,Meal Programs,-76.9836707,(202) 232-0900,Metro: Columbia Heights (Green/Yellow Line),"Sat, Sun, 12pm. Holidays",,Loaves and Fishes at St. Stephen's and the Incarnation,NW,DC,38.9338832
11th St. and E. St.,,20004,Washington,,Community Garden,-77.0270474,,,,,Lovejoy School Community Garden,NW,DC,38.8961115
212 East Capitol St.,,20003,Washington,http://www.reformationdc.org,Food/Grocery Services,-77.0090469,(202) 543-4200,Metro: Capitol South (Blue/Orange Line),"Mon-Fri, 8:30am-4pm","Referral Required, Low Income",Lutheran Church of the Reformation,NE,DC,38.88738
"
4406 Georgia Ave",,20011,Washington,http://www.lssnca.org,Comprehensive Service Provider,-77.026532,(202) 723-3000,"Bus: 70, 71, 63",,,Lutheran Social Services: National Capital Area (Immigration services),NW,DC,38.944328
100 Gallatin St.,,20011,Washington,,Community Garden,-77.0077959,,,,,Mamie D. Lee Garden,NE,DC,38.9523896
3458 Pennsylvania Ave.,,20020,Washington,http://www.marianmillercc.org,Comprehensive Service Provider,-76.95446,(202) 583-3965,"Bus: M6, 35, 36, J13, K11, B2","Food: Tues, Thurs, 6:30pm-8pm. Clothing: Tues, Fri, 6:30pm-8pm. Sat, 9am-2pm",,Marian Miller Community Center,SE,DC,38.866908
3939 Benning Rd.,Job Training/ Adult Education Services,20019,Washington,http://www.mhcdo.org,Comprehensive Service Provider,-76.9475042,(202) 584-1800,Metro: Minnesota Ave (Orange Line),"Mon, Tues, Thurs, 9am-2pm. Fri, 9am-12pm","Identification Required, Referral Required, Low Income",Marshall Heights Community Development Organization,NE,DC,38.8943691
2114 14th Street,Teen/ Youth Programs,20009,Washington,http://www.marthastable.org,Comprehensive Service Provider,-77.032358,(202) 328-6608,Metro: U Street (Green/Yellow Line),"Mon-Fri, 8am-6pm",,Martha's Table,NW,DC,38.918517
15th St. and I St.,,20005,Washington,http://www.marthastable.org,Food/Grocery Services,-77.0336191,(202) 328-6608,Metro: McPherson Square (Blue/Orange Line),"7 Days a Week, 6pm-6:30pm",,"Martha's Table, McKenna's Wagon at 15th and I",NW,DC,38.9013333
19th and Pennsylvania Ave,,20006,Washington,http://www.marthastable.org,Food/Grocery Services,-77.0434603,(202) 328-6608,Metro: Farragut West (Blue/Orange Line),"7 Days a Week, 5:20pm-5:45pm",,"Martha's Table, McKenna's Wagon at 19th and Pennsylvania",NW,DC,38.9002165
4th St. and L St.,,20001,Washington,http://www.marthastable.org,Food/Grocery Services,-77.0005773,(202) 328-6608,Metro: Mt Vernon Square (Green/Yellow Line),"7 Days a Week, 5:30pm-6pm",,"Martha's Table, McKenna's Wagon at 4th and L",NW,DC,38.903727
901 G Street,,20001,Washington,,Library,-76.9937468,,,,,Martin Luther King Jr. Memorial Library,NW,DC,38.8988919
2423 14th St,Women's Health/ Family Serivces,20018,Washington,,Health Services,-77.0319116,,,,,Mary Center for Maternal & Child Care- Brookland Manor (WIC ENROLLMENT SITES/AGENCIES ),NE,DC,38.9217083
8th & P Streets,Women's Health/ Family Serivces,20001,Washington,,Health Services,-68.3510971,,,,,Mary Center for Maternal & Child Care-Chinatown (Mobile Unit)(WIC ENROLLMENT SITES/AGENCIES ),NW,DC,8.7318897
508 Kennedy St.,Comprehensive service provider,20009,Washington,,Women's Health/Family Serivces,-77.020298,,,,,Mary's Center for Maternal and Child Care(WIC ENROLLMENT SITES/AGENCIES ),NW,DC,38.956114
8709 Flower Avenue,Comprehensive service provider,20901,Silver Spring,,Women's Health/Family Services,-77.0036099,,,,,Mary's Center for Maternal and Child Care(WIC ENROLLMENT SITES/AGENCIES ),,MD,38.9984151
2333 Ontario Road,,20009,Washington,http://www.maryscenter.org,Women's Health/Family Services,-77.039815,(202) 483-8196,Bus: S4,"Mon-Fri, 8:30am-5pm","Women, Families",Mary's Center for Maternal and Child Care: Headquarters,NW,DC,38.921008
2333 Ontario Road,,20009,Washington,,Women's Health/Family Services,-77.039815,,,,,Mary's Center Mama & Baby Bus,NW,DC,38.921008
2616 Martin Luther King Jr Ave,,20020,Washington,,Food/Grocery Services,-76.9954312,,,,,Matthews Memorial Baptist (SHARE site),SE,DC,38.8587875
2301 Martin Luther King Jr Ave,,20020,Washington,http://www.wwc.org,Health Services,-76.991368,(202) 678-8877,"Metro: Anacostia (Green Line). Bus: 90, P6, P2","Mon, Tues, 8am-8pm. Wed-Fri, 8am-5pm",HIV/AIDS,"Max Robinson Center of Whitman-Walker Clinic
",SE,DC,38.86357
3425 A St.,,20019,Washington,http://www.mhcdo.org,Comprehensive Service Provider,-76.9572601,(202) 396-1200,"Bus: U5, U6, V7","Mon-Fri, 9am-5:30pm",Ward 7,Meadow Green Community Center,SE,DC,38.8887703
Connecticut Ave. and Sedgewick St.,,20008,Washington,,Community Garden,-77.060734,,,,,Melvin Hazen Garden,NW,DC,38.939389
5126 B St.,,20019,Washington,,Food/Grocery Services,-76.9267969,,,,,Mentrotone Baptist (SHARE site),SE,DC,38.886394
1225 R Street,,20009,Washington,,Job Training/Adult Education Services,-77.028967,(202) 234-2665,"Metro: U Street (Green/Yellow Line) Bus:V5, W6, W8, 92 ",Mon-Fri,,Metropolitan Delta Adult Literacy Council (Metropolitan Baptist Church: ABE/Family Literacy & GED),NW,DC,38.912895
1647 Good Hope Rd.,,20020,Washington,,Job Training/Adult Education Services,-76.9809028,,,,,Metropolitan Delta Adult Literacy Council (UPO Anacostia: ABE/Family Literacy),SE,DC,38.8659944
300 Indiana Ave,,20001,Washington,,Women's Health/Family Services,-77.0165757,,,,,"Metropolitan Police Department and SAFE, Inc",NW,DC,38.8943197
1712 North Capitol St,,20002,Washington,,Food/Grocery Services,-77.0091269,,,,,Metropolitan Wesley AME Zion (SHARE site),NW,DC,38.9129961
1600 Taylor St.,,20017,Washington,,Food/Grocery Services,-76.982378,,,,,Michigan Park Christian (SHARE site),NE,DC,38.941135
5219 Call Place,,20019,Washington,,Food/Grocery Services,-76.926771,,,,,Miracle Temple Non-Denominational Church (SHARE site),SE,DC,38.883881
2401 Virginia Ave,Comprehensive service provider,20037,Washington,http://www.miriamskitchen.org,Meal Programs,-77.051947,(202) 452-8926,Metro: Foggy Bottom-GWU (Blue/Orange Line),"Mon-Fri, 6:30am-9:45am. Lunch: Wed, 12pm-2pm",,Miriam's Kitchen,NW,DC,38.898614
9309 Old Georgetown Road,,20814,Bethesda,,Health Services,-77.112669,,,,,"Mobile Medical Care, Inc.",,MD,39.008253
1125 Neal St,,20002,Washington,http://www.catholiccharitiesdc.org,http://www.catholiccharitiesdc.org,-76.9905628,(202) 396-8100,"Metro: New York Ave (Red Line) Bus: 90, 92","Mon-Fri, 7am-6pm",Children Age 6 Weeks to 4 Years,Model Cities Day Care Center,NE,DC,38.905239
1901 Evarts St.,,20018,Washington,,Senior Services,-76.9775436,(202) 635-1900,Bus: B8,"Mon-Fri, 8am-5pm",Seniors,Model Cities Senior Wellness Center,NE,DC,38.9244924
17th St. and Montana Ave.,,20002,Washington,,Community Garden,-76.980862,,,,,Montana Garden,NE,DC,38.921179
5214 Foote St.,,20019,Washington,,Food/Grocery Services,-76.925285,,,,,Morning Star Abaithiar Church (SHARE site),NE,DC,38.897426
3204 Brothers Place,,20032,Washington,,Food/Grocery Services,-77.0008129,,,,,Morning Star Baptist Church (SHARE site),SE,DC,38.843523
1730 Hamlin St.,,20018,Washington,,Food/Grocery Services,-76.979953,,,,,Most Worshipful Grand Lodge (SHARE site),NE,DC,38.9283069
467 Florida Avenue,,20001,Washington,http://www.mother-dears.org,Comprehensive Service Provider,-76.9995496,(202) 387-9055,Metro: New York Ave (Red Line),,,Mother Dear's Community Center,NW,DC,38.9067314
2411 Lawrence St.,,20018,Washington,,Meal Programs,-76.971481,(202) 526-3685,"Bus: 81, 82, 83, 84, 85, 86,T18","Wed, 12:30pm-1:30pm. Fri,10am-2pm",Ward 5 (otherwise referral required),MSB Community Outreach House,NE,DC,38.93194
1100 North Capitol St.,,20001,Washington,,Food/Grocery Services,-77.0091527,,,,,Mt. Airy Baptist (SHARE site),NW,DC,38.9047294
75 Rhode Island Ave.,,20001,Washington,,Food/Grocery Services,-77.0067649,,,,,Mt. Bethel Baptist-Veterans Club (SHARE site),NW,DC,38.9175183
5900 New Hampshire Ave,,20011,Washington,,Food/Grocery Services,-77.0052379,,,,,Mt. Calvary Holy Church of Deliverance (SHARE site),NE,DC,38.9620246
471 G Place ,,20001,Washington,http://www.catholiccharitiesdc.org,Comprehensive Service Provider,-77.0187499,(202) 289-6315,Metro: Gallery Place-Chinatown (Red/Green/Yellow Line),,"Homeless, Women Age 25+",Mt. Carmel House,NW,DC,38.8990875
1625 13th St.,,20009,Washington,,Food/Grocery Services,-77.029216,,,,,Mt. Gilead Baptist (SHARE site),NW,DC,38.911895
2914 Bladensburg Rd.,,20018,Washington,,Food/Grocery Services,-76.962525,,,,,Mt. Horeb Baptist (SHARE site),NE,DC,38.928159
1219 New Jersey Ave,,20001,Washington,,Food/Grocery Services,-77.014676,,,,,Mt. Lebanon Baptist (SHARE site),NW,DC,38.9063159
1140 6th St.,,20002,Washington,,Food/Grocery Services,-77.020138,,,,,Mt. Olive Baptist (SHARE site),NE,DC,38.905328
215 Rhode Island Ave.,,20001,Washington,,Food/Grocery Services,-77.002881,,,,,Mt. Pleasant Baptist (SHARE site),NW,DC,38.91862
1650 Lamont St.,,20010,Washington,,Farmers Market,-77.0380715,,,,,Mt. Pleasant Farmers Market,NW,DC,38.9310455
3160 16th Street,,20010,Washington,,Library,-77.037242,,,,,Mt. Pleasant Library,NW,DC,38.930478
621 Rhode Island Ave,Comprehensive service provider,20001,Washington,http://www.catholiccharitiesdc.org,Shelter/Transitional Housing,-76.9974033,(202) 234-2399,Metro: Rhode Island Ave-Brentwood (Red Line),"7 Days a Week, 24 Hours","Men, Age 18+, 30 Days Clean",Mulumba House,NW,DC,38.9207568
1333 N St.,Comprehensive service provider,20005,Washington,http://www.nstreetvillage.org,Shelter/Transitional Housing,-77.0311857,(202) 939-2076,Metro: McPherson Square (Blue/Orange Line),"Day Center: Mon-Fri, 7:30am-4pm, Sat-Sun, 9am-4pm. Wellness Center: Mon-Fri, 9am-4pm",Women,N Street Village,NW,DC,38.9072578
1220 L St.,Comprehensive service provider,20005,Washington,http://www.ncba-aged.org,Senior Services,-77.029191,(202) 637-8400,Metro: McPherson Square (Blue/Orange Line),,,National Caucus and Center on Black Aged,NW,DC,38.903445
5 Thomas Circle,,20005,Washington,http://www.nationalcitycc.org,Food/Grocery Services,-77.032163,(202) 232-0323,Metro: McPherson Square (Blue/Orange Line),"Wed, 10am-1pm","Homeless, Low Income",National City Christian Church,NW,DC,38.906547
2201 P St.,Advocacy,20037,Washington,http://www.nationalhomeless.org,Shelter/Transitional Housing,-77.049608,(202) 462-4822,Metro: Dupont Circle (Red Line),"Mon-Fri, 9am-5pm","Homeless (does not provide direct service, advocacy group)",National Coalition for the Homeless,NW,DC,38.910404
128 M Street,,20001,Washington,http://www.nspnet.org,Job Training/Adult Education Services,-77.0047229,(202) 289-2525,"Metro: New York Ave, Mt. Vernon Square (Red Line)","Mon-Fri, 9am-5pm",,National Student Partnerships,NW,DC,38.8765363
6001 13th St.,,20011,Washington,,Food/Grocery Services,-77.02879,,,,,Nativity Catholic (SHARE site),NW,DC,38.963098
3458 Pennsylvania Ave.,,20020,Washington,,Food/Grocery Services,-76.95446,,,,,Nehemiah Food Pantry (SHARE site),SE,DC,38.866908
3118 16th St.,,20010,Washington,http://www.neighborsconsejo.org,Comprehensive Service Provider,-77.036869,(202) 234-6855,Metro: Columbia Heights (Green/Yellow Line),"Mon-Fri, 9am-5pm. Sat, 9am-2pm. Thurs by appointment only",,Neighbors Consejo,NW,DC,38.929288
1739 9th St.,,20001,Washington,,Food/Grocery Services,-77.023434,,,,,New Bethel Baptist (SHARE site),NW,DC,38.913804
2826 Bladensburg Rd.,,20018,Washington,,Food/Grocery Services,-76.9644409,,,,,New Canaan Baptist Church (SHARE site),NE,DC,38.926773
611 N Street,Women's Health/ Family Serivces,20001,Washington,http://www.newendeavorsbywomen.org,Comprehensive Service Provider,-77.020545,(202) 682-5825,Metro: Mt Vernon Square (Green/Yellow Line),,Women,New Endeavors by Women,NW,DC,38.90751
754 11th St.,,20003,Washington,,Food/Grocery Services,-76.991172,,,,,New Hope Freewill Baptist (SHARE site),SE,DC,38.879921
1901 Kendall Street,,20002,Washington,,Shelter/Transitional Housing,-76.9869484,,,,,New Hope Ministries: Crummel Emergency Shelter for Men,NE,DC,38.9130374
1839 Alabama Ave.,,20020,Washington,,Food/Grocery Services,-76.977926,,,,,New Image Community Baptist Church (SHARE site),SE,DC,38.847544
36th St. and Alton Place,,20008,Washington,,Farmers Market,-77.069844,,,,,New Morning Farmers Market,NW,DC,38.947088
5016 Sheriff Rd.,,20019,Washington,,Food/Grocery Services,-76.928768,,,,,New Morning Star Baptist Church (SHARE site),NE,DC,38.903801
710 58th St.,,20019,Washington,,Food/Grocery Services,-76.918268,,,,,New Mt. Olive Baptist Church (SHARE site),NE,DC,38.898923
1100 Florida Ave,,20002,Washington,,Food/Grocery Services,-76.991553,,,,,New Samaritan Baptist (SHARE site),NE,DC,38.903668
4417 Douglass St.,,20019,Washington,,Food/Grocery Services,-76.939779,,,,,New Smyma Baptist (SHARE site),NE,DC,38.909774
1355-57 New York Avenue,,20002,Washington,,Shelter/Transitional Housing,-77.0069137, (202) 832-2359,Metro: New York Ave (Red Line),"7 Days a Week, 7pm-7am","Homeless, Men, Age 18+",New York Avenue Shelter- Catholic Community Ministries,NE,DC,38.908023
39th St. and Newark St.,,20016,Washington,,Community Garden,-77.077187,,,,,Newark Street Community Garden,NW,DC,38.935701
1628 16th St.,,20009,Washington,http://www.newcomerservice.org,Job Training/Adult Education Services,-77.0369879,(202) 462-4330,"Metro: Dupont Circle (Red Line). Bus: S2, S4","Mon-Fri, 9am-5pm. Food: Tues-Thurs, 9:30am-12pm",Refugee,Newcomer Community Service Center (Immigration Services),NW,DC,38.912088
200 K Street,,20001,Washington,http://www.north-cap.org,Women's Health/Family Services,-77.014257,(202) 588-1800,Metro: Union Station (Red Line),,,North Capitol Family Support Collaborative,NW,DC,38.902464
330 7th Street,,20002,Washington,,Library,-77.0219313,,,,,Northeast Library,NE,DC,38.8941719
2112 Varnum St.,,20018,Washington,http://northeasternpresbyterianchurch.org,Food/Grocery Services,-76.974963,(202) 526-1730,Bus: R4,"Sept-June, 3rd Sat, 10am-11am","Referral Required, Ward 5",Northeastern Presbyterian Church Food Pantry,NE,DC,38.9432959
448 Ridge St,"
Senior Services",20001,Washington,http://www.nwsh.org,Teen/Youth Programs,-77.017833, (202) 638-4736,Metro: Mt. Vernon Square (Red Line),"Tues-Sat, 9am-5pm",,Northwest Settlement House,NW,DC,38.906221
125 Michigan Ave,,20017,Washington,,Job Training/Adult Education Services,-77.002981,(202) 388-5027,Bus: D6,"Mon-Fri, 10am-2:30pm",,Notre Dame Education Center,NE,DC,38.92684
425 2nd St.,,20001,Washington,http://www.newhopeministriesdc.org,Shelter/Transitional Housing,-77.003426,(202) 639-8093 ,Metro: Judiciary Square (Red Line),"7 Days a Week, 7pm-7am. Dinner: 5:30pm","Homeless, Women, Age 18+",Open Door Shelter,NW,DC,38.895596
3800 Ely Place,,20019,Washington,,Food/Grocery Services,-76.947524,,,,,Our Lady Queen of Peace (SHARE site),SE,DC,38.883361
801 Pennsylvania Ave,,20003,Washington,http://www.ourplacedc.org/,Shelter/Transitional Housing,-76.994677,(202) 548-2400,Metro: Eastern Market (Blue/Orange Line),"Mon-Fri, 9am-5pm","Homeless, Women, HIV/AIDS",Our Place DC,SE,DC,38.883696
4901 V Street,,20007,Washington,,Library,-77.097185,,,,,Palisades Library,NW,DC,38.918435
3924 4th St.,,20032,Washington,,Food/Grocery Services,-76.999695,,,,,Paramount Baptist (SHARE site),SE,DC,38.832225
1700 Alabama Avenue,,20020,Washington,,Library,-76.9803018,,,,,Parklands-Turner Library,SE,DC,38.8469228
9th St. and Peabody St.,,20011,Washington,,Community Garden,-77.025967,,,,,Peabody Garden,NW,DC,38.962702
712 18th St.,,20002,Washington,,Food/Grocery Services,-77.0417068,,,,,Peace Baptist (SHARE site),NE,DC,38.8986426
4929 Ames St.,,20019,Washington,,Food/Grocery Services,-76.93171,(202) 398-5503,Metro: Benning Road (Blue Line),"Mon-Thurs, 10am-2pm","Ward 7, Referral Required, Call First","Peace Lutheran Church, Emergency Food Center of Ward 7",NE,DC,38.890566
8th St. and D St.,,20004,Washington,,Farmers Market,-76.9949662,,,,,Penn Quarter FreshFarm Market,NW,DC,38.8947809
635 G St.,,20002,Washington,,Food/Grocery Services,-76.996917,,,,,People's Community Church (Share site),NE,DC,38.8988949
4704 13th St.,,20011,Washington,,Food/Grocery Services,-77.030212,,,,,Peoples Congregational UCC (SHARE site),NW,DC,38.94738
128 M Street,,20001,Washington,,Women's Health/Family Services,-77.0047229,,,,,Perry School  (Mobile Unit) (WIC ENROLLMENT SITES/AGENCIES ),NW,DC,38.8765363
128 M Street,,20001,Washington,http://www.perryschool.org,Comprehensive Service Provider,-77.0047229,(202) 312-7140,Metro: New York Ave (Red Line),,,"Perry School Community Services Center, Inc.",NW,DC,38.8765363
4200 Kansas Avenue,,20011,Washington,,Library,-77.0259061,,,,,Petworth Library,NW,DC,38.9419472
1900 Massachusetts Ave,,20003,Washington,,Health Services,-77.0442289,,,,,Phoenix Health Center (Unity Health Care),SE,DC,38.909813
612 17th St.,,20002,Washington,,Food/Grocery Services,-77.0394943,,,,,Pilgrim AME Missionary (SHARE site),NE,DC,38.8977234
700 I St.,,20002,Washington,,Food/Grocery Services,-77.0219211,,,,,Pilgrim Baptist NE (SHARE site),NE,DC,38.9008548
1108 16th Street,,20036,Washington,http://www.plannedparenthood.org,Women's Health/Family Services,-77.037016,(202) 347-8512,"Metro: Farragut North (Red Line), Farragut West (Blue/Orange Line)","Mon-Sat, 9am-5pm","Proof of Income, Medicaid Accepted",Planned Parenthood (Downtown Center),NW,DC,38.90408
370 South Washington Street,,22046,Falls Church,,Women's Health/Family Services,-77.174783,,,,,Planned Parenthood (Falls Church Center),,VA,38.880467
3937A Minnesota Ave,,20019,Washington,http://www.plannedparenthood.org,Women's Health/Family Services,-76.9495709,(202) 388-4770,Metro: Minnesota Ave (Orange Line),"Mon-Fri, 9am-5pm","Proof of Income, Medicaid Accepted",Planned Parenthood (North East Egypt Center),NE,DC,38.8945416
1400 Spring Street,,20910,Silver Spring,,Women's Health/Family Services,-77.03307,,,,,Planned Parenthood (Silver Spring Center),,MD,38.9980369
5301 North Capitol St.,,20011,Washington,http://www.plymouth-ucc.org,Food/Grocery Services,-76.9260063,(202) 723-5330,Bus: K2,"Sat, 10am-12pm","Identification Required, Referral Required, Low Income",Plymouth Congregational Church,NE,DC,38.889673
11th St. and I. St.,,20003,Washington,,Community Garden,-76.991533,,,,,Pomegranate Alley Community Garden,SE,DC,38.879278
1225 G St.,,20003,Washington,,Senior Services,-76.989272,(202) 543-6313,Metro: Potomac Ave (Blue/Orange Line),"Mon-Fri, 9am-4pm",Seniors,Potomac Gardens,SE,DC,38.898599
1 DC Village Lane,,20032,Washington,http://potomac.jobcorps.gov/about.aspx,Job Training/Adult Education Services,-77.0130996,(202) 574-5000,Bus: A4,"Mon-Fri, 8:30am-5pm",,Potomac Job Corps,SW,DC,38.8175866
2216 Rhode Island Ave,,20018,Washington,http://www.youreyes.org,Health Services,-76.973508,(202) 269-0203,Metro: Brookland-CUA (Red Line),"Mon-Fri, 9am-5pm","Homeless, Low Income, Recent Eye Exam",Prevention of Blindness Society of Metropolitan Washington Clinic,NE,DC,38.930687
2501 Benning Road,,20002,Washington,http://www.preventionworksdc.org,Health Services,-76.971006,(202) 588-5580,Metro: Minnesota Ave (Orange Line),"Mon-Fri, 9am-5pm",,Prevention Works,NE,DC,38.897653
1933 Montana Avenue,,20002,Washington,http://www.ntuplc.org,Women's Health/Family Services,-76.9775108,(202) 842-2016 ,"Bus: E2, D4, B2",,,Progressive Life Center,NE,DC,38.916219
825 North Capitol St.,,20002,Washington,http://dchealth.dc.gov,Women's Health/Family Services,-77.008412,(202) 442-5900,Metro: Union Station (Red Line),"Mon-Fri, 8am-4:45pm","Women, Low Income",Project WISH (Breast and Cervical Cancer Program),NE,DC,38.900974
1325 Maryland Avenue,,20002,Washington,,Food/Grocery Services,-76.987278,,,,,Purity Baptist Church and Urban Center (SHARE site),NE,DC,38.898115
